Date,Store,Product,Price,Quantity,Total Sales,Audit_Date,Audit_Store,Audit_Product,Audit_Price
2026-01-26,Super Meats,Sausage,917.5,13.0,11927.5,,,,
2025-05-03,Happy Cow,Skirt Steak,180.52,14.0,2527.28,,,,
2026-02-23,Super Meats,Sausage,131.06,12.0,1572.72,,,,
2025-11-09,Fine Cuts MX,Pork,72.74,15.0,1091.1,,,,
2025-08-15,Super Meats,Pork,159.36,11.0,1752.96,,,,
2025-11-13,Fine Cuts MX,Sausage,169.42,7.0,1185.94,,,,
2025-08-22,The Little Bull,Ribs,136.61,15.0,2049.15,,,,
2026-02-17,Fine Cuts MX,Skirt Steak,28.24,7.0,197.68,,,,
2026-03-31,Happy Cow,Skirt Steak,936.64,14.0,13112.96,,,,
2025-06-25,The Little Bull,Skirt Steak,207.28,10.0,2072.8,,,,
2025-09-11,Fine Cuts MX,Pork,148.17,19.0,2815.23,,,,
,The Little Bull,Sausage,245.19,16.0,3923.04,Missing Date,,,
2025-05-02,The Little Bull,Beef,164.05,9.0,1476.45,,,,
2025-09-11,North Butcher,Pork,149.1,8.0,1192.8,,,,
2025-09-21,Super Meats,Beef,132.57,16.0,2121.12,,,,
2025-10-29,Happy Cow,Pork,146.69,8.0,1173.52,,,,
2025-07-16,North Butcher,Ribs,172.73,15.0,2590.95,,,,
2025-10-30,Fine Cuts MX,Skirt Steak,88.58,7.0,620.06,,,,
2025-11-07,Super Meats,Skirt Steak,233.45,19.0,4435.55,,,,
2025-10-04,Super Meats,Skirt Steak,110.53,5.0,552.65,,,,
2025-06-28,Happy Cow,Beef,108.21,5.0,541.05,,,,
2025-09-06,North Butcher,Sausage,166.53,11.0,1831.83,,,,
2025-07-28,Fine Cuts MX,Chicken,171.42,2.0,342.84,,,,
2026-02-12,Happy Cow,Pork,50.3,9.0,452.7,,,,
2025-12-14,Fine Cuts MX,Skirt Steak,71.4,9.0,642.6,,,,
2026-04-07,Happy Cow,Chicken,128.35,1.0,128.35,,,,
2025-09-19,Fine Cuts MX,Unknown,67.84,17.0,1153.28,,,Unknown,
2025-12-17,North Butcher,Skirt Steak,84.65,3.0,253.95,,,,
2025-05-27,The Little Bull,Skirt Steak,138.26,2.0,276.52,,,,
2025-08-21,Happy Cow,Ribs,130.03,1.0,130.03,,,,
2025-07-14,North Butcher,Ribs,171.88,19.0,3265.72,,,,
2026-02-01,Fine Cuts MX,Sausage,246.88,12.0,2962.56,,,,
2025-12-15,Happy Cow,Sausage,227.86,5.0,1139.3,,,,
2025-05-30,Super Meats,Beef,178.07,17.0,3027.19,,,,
2025-05-22,Super Meats,Ribs,136.58,12.0,1638.96,,,,
2025-09-07,Fine Cuts MX,Beef,167.83,11.0,1846.13,,,,
2026-01-16,Super Meats,Sausage,172.94,13.0,2248.22,,,,
2025-11-13,North Butcher,Beef,243.98,6.0,1463.88,,,,
2025-06-09,Fine Cuts MX,Pork,72.94,11.0,802.34,,,,
,Happy Cow,Unknown,80.93,8.0,647.44,Missing Date,,Unknown,
2025-11-22,Super Meats,Beef,76.72,2.0,153.44,,,,
2025-09-08,Super Meats,Beef,96.9,12.0,1162.8,,,,
2025-08-22,Fine Cuts MX,Skirt Steak,140.32,4.0,561.28,,,,
2025-12-02,Happy Cow,Chicken,65.6,15.0,984.0,,,,
2025-05-19,North Butcher,Ribs,119.96,3.0,359.88,,,,
2026-01-13,The Little Bull,Sausage,127.23,4.0,508.92,,,,
2025-06-14,Super Meats,Skirt Steak,132.31,18.0,2381.58,,,,
2025-10-23,Super Meats,Beef,81.76,8.0,654.08,,,,
2025-09-26,Fine Cuts MX,Sausage,108.59,2.0,217.18,,,,
2026-01-13,Happy Cow,Chicken,184.28,5.0,921.4,,,,
2025-05-18,Fine Cuts MX,Unknown,121.65,18.0,2189.7,,,Unknown,
2025-06-29,The Little Bull,Skirt Steak,163.95,14.0,2295.3,,,,
2025-11-25,North Butcher,Skirt Steak,176.54,16.0,2824.64,,,,
2026-01-18,The Little Bull,Pork,96.34,6.0,578.04,,,,
2025-09-11,Super Meats,Sausage,88.61,16.0,1417.76,,,,
2026-03-26,Happy Cow,Chicken,120.96,15.0,1814.4,,,,
2025-07-15,The Little Bull,Sausage,90.04,4.0,360.16,,,,
2025-06-20,Super Meats,Chicken,172.38,16.0,2758.08,,,,
2025-11-16,Super Meats,Skirt Steak,158.33,13.0,2058.29,,,,
2025-08-01,Super Meats,Chicken,81.09,5.0,405.45,,,,
2025-11-09,Happy Cow,Beef,115.23,13.0,1497.99,,,,
2026-03-14,Fine Cuts MX,Sausage,66.52,8.0,532.16,,,,
2026-03-23,Fine Cuts MX,Unknown,198.44,5.0,992.2,,,Unknown,
2025-05-11,Super Meats,Beef,79.12,19.0,1503.28,,,,
2025-12-16,North Butcher,Ribs,182.72,14.0,2558.08,,,,
2026-01-30,The Little Bull,Sausage,164.5,5.0,822.5,,,,
2025-09-04,Fine Cuts MX,Pork,180.0,8.0,1440.0,,,,
2026-03-11,Fine Cuts MX,Skirt Steak,106.29,19.0,2019.51,,,,
2025-11-17,North Butcher,Pork,157.77,3.0,473.31,,,,
2025-10-31,Happy Cow,Pork,167.84,13.0,2181.92,,,,
2026-01-31,Super Meats,Sausage,247.43,10.0,2474.3,,,,
2026-03-15,Super Meats,Chicken,145.52,7.0,1018.64,,,,
2026-03-05,The Little Bull,Beef,267.44,1.0,267.44,,,,
2025-07-27,Happy Cow,Chicken,32.85,10.0,328.5,,,,
,Fine Cuts MX,Chicken,119.3,17.0,2028.1,Missing Date,,,
2025-06-17,North Butcher,Beef,134.08,8.0,1072.64,,,,
2026-04-09,North Butcher,Chicken,177.03,17.0,3009.51,,,,
2025-07-14,Super Meats,Chicken,218.84,9.0,1969.56,,,,
2026-02-24,Fine Cuts MX,Unknown,188.14,10.0,1881.4,,,Unknown,
2026-01-15,Fine Cuts MX,Ribs,273.55,5.0,1367.75,,,,
2026-03-14,North Butcher,Pork,123.9,11.0,1362.9,,,,
2025-12-03,The Little Bull,Sausage,167.06,7.0,1169.42,,,,
2025-05-18,North Butcher,Pork,133.77,10.0,1337.7,,,,
2025-11-09,Happy Cow,Ribs,91.37,18.0,1644.66,,,,
2026-01-26,Super Meats,Chicken,134.4,12.0,1612.8,,,,
2025-09-24,Happy Cow,Skirt Steak,59.96,3.0,179.88,,,,
2026-01-01,Super Meats,Pork,130.67,10.0,1306.7,,,,
2025-04-27,Super Meats,Sausage,182.23,11.0,2004.53,,,,
2025-12-17,Super Meats,Ribs,168.76,11.0,1856.36,,,,
2025-12-27,Happy Cow,Ribs,158.69,5.0,793.45,,,,
2025-10-30,North Butcher,Sausage,107.46,3.0,322.38,,,,
2025-12-23,Super Meats,Ribs,107.62,3.0,322.86,,,,
2025-07-19,Super Meats,Beef,190.93,13.0,2482.09,,,,
2025-04-25,Fine Cuts MX,Chicken,168.03,14.0,2352.42,,,,
2025-10-28,North Butcher,Pork,202.97,10.0,2029.7,,,,
2025-07-12,Happy Cow,Unknown,188.27,13.0,2447.51,,,Unknown,
2025-10-01,Super Meats,Pork,223.89,19.0,4253.91,,,,
2025-05-26,North Butcher,Sausage,179.78,11.0,1977.58,,,,
2025-07-22,North Butcher,Beef,119.6,14.0,1674.4,,,,
,The Little Bull,Ribs,105.36,10.0,1053.6,Missing Date,,,
2025-08-04,Fine Cuts MX,Ribs,248.89,17.0,4231.13,,,,
2025-05-28,Unknown,Beef,168.54,5.0,842.7,,Unknown,,
2026-02-02,North Butcher,Pork,205.33,3.0,615.99,,,,
2026-01-16,The Little Bull,Chicken,115.78,11.0,1273.58,,,,
2025-06-26,The Little Bull,Skirt Steak,94.79,2.0,189.58,,,,
2026-03-16,Super Meats,Skirt Steak,174.27,7.0,1219.89,,,,
2025-06-29,Super Meats,Sausage,696.85,15.0,10452.75,,,,
2025-09-06,North Butcher,Chicken,199.39,14.0,2791.46,,,,
2025-11-19,Super Meats,Pork,172.96,8.0,1383.68,,,,
2026-03-18,Fine Cuts MX,Sausage,169.63,19.0,3222.97,,,,
2026-02-02,The Little Bull,Ribs,57.87,17.0,983.79,,,,
2025-10-15,Happy Cow,Beef,238.97,6.0,1433.82,,,,
2025-08-22,Fine Cuts MX,Ribs,218.15,18.0,3926.7,,,,
,Fine Cuts MX,Chicken,229.96,1.0,229.96,Missing Date,,,
2025-12-13,Super Meats,Unknown,148.44,2.0,296.88,,,Unknown,
2026-04-14,North Butcher,Ribs,166.71,5.0,833.55,,,,
2025-09-03,Fine Cuts MX,Sausage,107.87,7.0,755.09,,,,
2026-02-16,North Butcher,Skirt Steak,196.91,1.0,196.91,,,,
2025-07-21,Fine Cuts MX,Chicken,123.38,6.0,740.28,,,,
2026-04-03,Happy Cow,Pork,182.9,8.0,1463.2,,,,
2026-01-24,The Little Bull,Ribs,158.76,3.0,476.28,,,,
2025-10-19,Happy Cow,Beef,24.86,15.0,372.9,,,,
2025-07-18,The Little Bull,Skirt Steak,239.42,16.0,3830.72,,,,
2026-03-16,Super Meats,Ribs,82.62,9.0,743.58,,,,
2025-05-08,Happy Cow,Sausage,169.12,4.0,676.48,,,,
2025-05-27,Unknown,Skirt Steak,127.1,13.0,1652.3,,Unknown,,
2026-03-27,Happy Cow,Sausage,227.0,3.0,681.0,,,,
2025-10-17,Fine Cuts MX,Skirt Steak,46.57,10.0,465.7,,,,
2025-06-03,Fine Cuts MX,Sausage,179.2,7.0,1254.4,,,,
2025-07-14,Super Meats,Chicken,152.73,16.0,2443.68,,,,
2026-04-09,Happy Cow,Ribs,109.57,11.0,1205.27,,,,
2025-11-22,Super Meats,Ribs,197.25,19.0,3747.75,,,,
2025-10-11,Happy Cow,Chicken,170.69,8.0,1365.52,,,,
2025-10-12,Fine Cuts MX,Ribs,238.5,14.0,3339.0,,,,
2025-08-22,Super Meats,Chicken,195.5,1.0,195.5,,,,
2026-01-15,The Little Bull,Chicken,249.99,12.0,2999.88,,,,
2026-02-15,Super Meats,Chicken,97.28,16.0,1556.48,,,,
2026-02-09,Fine Cuts MX,Beef,118.54,2.0,237.08,,,,
2025-10-29,Super Meats,Skirt Steak,295.71,9.0,2661.39,,,,
2025-09-25,North Butcher,Chicken,182.17,10.0,1821.7,,,,
2025-11-16,Fine Cuts MX,Chicken,207.05,16.0,3312.8,,,,
2026-04-04,North Butcher,Pork,203.86,15.0,3057.9,,,,
2026-02-28,The Little Bull,Sausage,149.11,15.0,2236.65,,,,
2025-05-28,Fine Cuts MX,Sausage,222.74,8.0,1781.92,,,,
2025-11-28,Fine Cuts MX,Chicken,244.04,12.0,2928.48,,,,
2026-01-21,Happy Cow,Beef,111.55,19.0,2119.45,,,,
2025-10-07,Happy Cow,Chicken,189.74,15.0,2846.1,,,,
2026-04-03,North Butcher,Skirt Steak,141.94,12.0,1703.28,,,,
,Super Meats,Pork,163.4,15.0,2451.0,Missing Date,,,
2025-05-22,Super Meats,Skirt Steak,215.81,18.0,3884.58,,,,
2025-07-16,Super Meats,Chicken,140.07,5.0,700.35,,,,
2026-03-05,Unknown,Chicken,100.07,15.0,1501.05,,Unknown,,
2025-06-28,Happy Cow,Ribs,100.68,12.0,1208.16,,,,
2025-11-10,North Butcher,Pork,75.49,13.0,981.37,,,,
2025-07-30,North Butcher,Ribs,157.32,6.0,943.92,,,,
2025-09-24,The Little Bull,Chicken,117.9,15.0,1768.5,,,,
2026-01-30,Fine Cuts MX,Chicken,128.95,3.0,386.85,,,,
2025-09-13,The Little Bull,Sausage,75.12,17.0,1277.04,,,,
2026-01-18,The Little Bull,Chicken,122.09,13.0,1587.17,,,,
2025-06-18,Happy Cow,Chicken,199.72,4.0,798.88,,,,
2025-08-27,Happy Cow,Beef,152.45,8.0,1219.6,,,,
2026-03-03,The Little Bull,Beef,741.69,2.0,1483.38,,,,
2025-08-25,The Little Bull,Chicken,109.86,3.0,329.58,,,,
2025-06-15,North Butcher,Chicken,128.67,7.0,900.69,,,,
2025-09-06,The Little Bull,Skirt Steak,143.76,10.0,1437.6,,,,
2025-10-24,Fine Cuts MX,Sausage,158.34,3.0,475.02,,,,
2026-02-11,Happy Cow,Sausage,155.92,19.0,2962.48,,,,
2025-08-04,The Little Bull,Beef,169.58,5.0,847.9,,,,
2025-09-16,Unknown,Ribs,156.07,18.0,2809.26,,Unknown,,
2026-04-16,The Little Bull,Ribs,165.7,18.0,2982.6,,,,
2025-10-25,Fine Cuts MX,Sausage,107.45,1.0,107.45,,,,
2025-08-23,Super Meats,Ribs,96.5,9.0,868.5,,,,
2025-06-30,Super Meats,Skirt Steak,32.21,1.0,32.21,,,,
2025-10-31,North Butcher,Skirt Steak,244.38,15.0,3665.7,,,,
,North Butcher,Sausage,101.74,14.0,1424.36,Missing Date,,,
2025-07-28,The Little Bull,Beef,56.23,19.0,1068.37,,,,
2025-10-30,Happy Cow,Skirt Steak,185.71,7.0,1299.97,,,,
2026-02-02,Super Meats,Sausage,90.65,13.0,1178.45,,,,
2025-06-06,North Butcher,Skirt Steak,135.41,18.0,2437.38,,,,
2026-01-10,The Little Bull,Skirt Steak,156.76,17.0,2664.92,,,,
2025-07-08,North Butcher,Chicken,30.24,18.0,544.32,,,,
2026-04-18,Fine Cuts MX,Sausage,175.81,8.0,1406.48,,,,
2025-08-31,The Little Bull,Pork,203.27,19.0,3862.13,,,,
2025-06-11,Fine Cuts MX,Sausage,193.94,14.0,2715.16,,,,
2025-08-13,Fine Cuts MX,Skirt Steak,97.49,3.0,292.47,,,,
2026-03-10,North Butcher,Ribs,127.11,9.0,1143.99,,,,
2025-08-17,Super Meats,Chicken,142.43,18.0,2563.74,,,,
2026-01-24,The Little Bull,Ribs,127.07,15.0,1906.05,,,,
2025-08-23,The Little Bull,Beef,116.72,1.0,116.72,,,,
2025-11-12,Super Meats,Beef,137.45,9.0,1237.05,,,,
2026-04-19,Happy Cow,Skirt Steak,172.76,7.0,1209.32,,,,
2025-07-18,Super Meats,Chicken,159.73,9.0,1437.57,,,,
2025-06-13,The Little Bull,Sausage,158.91,12.0,1906.92,,,,
2025-12-11,Fine Cuts MX,Sausage,142.0,8.0,1136.0,,,,
2025-07-26,North Butcher,Chicken,111.29,15.0,1669.35,,,,
2025-12-04,The Little Bull,Skirt Steak,138.82,16.0,2221.12,,,,
2025-09-05,Happy Cow,Sausage,87.82,18.0,1580.76,,,,
2025-12-24,North Butcher,Pork,114.08,6.0,684.48,,,,
2025-12-14,Fine Cuts MX,Ribs,267.46,7.0,1872.22,,,,
2025-07-22,North Butcher,Beef,156.35,18.0,2814.3,,,,
,North Butcher,Ribs,118.25,19.0,2246.75,Missing Date,,,
2025-12-13,The Little Bull,Ribs,109.64,3.0,328.92,,,,
2026-04-17,Fine Cuts MX,Beef,74.23,12.0,890.76,,,,
2026-03-19,Super Meats,Ribs,202.6,13.0,2633.8,,,,
2026-02-15,The Little Bull,Ribs,160.4,17.0,2726.8,,,,
2025-07-23,Super Meats,Skirt Steak,118.58,12.0,1422.96,,,,
2025-10-20,Happy Cow,Sausage,139.99,16.0,2239.84,,,,
2025-11-25,Super Meats,Sausage,96.47,17.0,1639.99,,,,
2025-09-17,North Butcher,Chicken,123.62,7.0,865.34,,,,
2025-12-24,Fine Cuts MX,Skirt Steak,202.81,14.0,2839.34,,,,
2025-08-14,Happy Cow,Chicken,169.88,9.0,1528.92,,,,
2026-01-22,Happy Cow,Chicken,147.99,9.0,1331.91,,,,
2025-11-16,North Butcher,Sausage,124.9,17.0,2123.3,,,,
2025-09-21,Fine Cuts MX,Pork,176.35,10.0,1763.5,,,,
2025-09-13,The Little Bull,Pork,66.75,6.0,400.5,,,,
2025-09-28,Happy Cow,Beef,106.6,2.0,213.2,,,,
2025-05-14,Happy Cow,Chicken,183.6,4.0,734.4,,,,
2025-09-08,North Butcher,Skirt Steak,132.98,14.0,1861.72,,,,
2025-07-11,Fine Cuts MX,Beef,138.71,5.0,693.55,,,,
2025-12-05,The Little Bull,Sausage,164.76,7.0,1153.32,,,,
2026-01-18,The Little Bull,Skirt Steak,89.67,11.0,986.37,,,,
2025-11-03,Unknown,Skirt Steak,127.74,6.0,766.44,,Unknown,,
2026-03-08,The Little Bull,Unknown,137.13,9.0,1234.17,,,Unknown,
2025-12-08,Unknown,Sausage,197.46,10.0,1974.6,,Unknown,,
2025-10-19,The Little Bull,Beef,125.15,9.0,1126.35,,,,
,Super Meats,Skirt Steak,102.34,3.0,307.02,Missing Date,,,
2025-08-01,Unknown,Chicken,114.18,6.0,685.08,,Unknown,,
2026-01-05,Super Meats,Pork,236.95,5.0,1184.75,,,,
2025-10-27,Super Meats,Ribs,229.18,2.0,458.36,,,,
2025-09-08,Super Meats,Chicken,170.75,14.0,2390.5,,,,
2026-01-17,North Butcher,Chicken,114.71,6.0,688.26,,,,
2025-09-10,Happy Cow,Beef,136.97,15.0,2054.55,,,,
2026-01-06,Fine Cuts MX,Beef,142.77,4.0,571.08,,,,
2025-04-25,Happy Cow,Beef,84.71,16.0,1355.36,,,,
2026-03-16,Super Meats,Unknown,142.55,9.0,1282.95,,,Unknown,
2025-08-20,Fine Cuts MX,Pork,105.14,16.0,1682.24,,,,
2026-01-09,North Butcher,Beef,176.17,4.0,704.68,,,,
2025-12-06,North Butcher,Sausage,160.63,9.0,1445.67,,,,
2025-08-01,Happy Cow,Chicken,247.5,19.0,4702.5,,,,
2025-07-01,Fine Cuts MX,Skirt Steak,127.9,13.0,1662.7,,,,
2025-09-21,Super Meats,Skirt Steak,96.69,9.0,870.21,,,,
2025-11-06,Super Meats,Chicken,109.04,8.0,872.32,,,,
2025-06-19,The Little Bull,Ribs,60.53,17.0,1029.01,,,,
2026-02-06,Super Meats,Pork,174.03,2.0,348.06,,,,
2025-10-04,North Butcher,Beef,98.03,5.0,490.15,,,,
2026-03-09,Fine Cuts MX,Pork,106.59,4.0,426.36,,,,
2025-11-07,Fine Cuts MX,Sausage,211.33,4.0,845.32,,,,
2025-07-25,North Butcher,Sausage,238.88,17.0,4060.96,,,,
2026-01-06,Super Meats,Beef,214.46,2.0,428.92,,,,
2026-03-02,Fine Cuts MX,Sausage,182.82,6.0,1096.92,,,,
2025-07-18,Happy Cow,Beef,200.42,2.0,400.84,,,,
2026-02-13,Fine Cuts MX,Pork,215.01,6.0,1290.06,,,,
2026-02-20,Super Meats,Sausage,169.57,17.0,2882.69,,,,
2025-12-03,Super Meats,Chicken,235.99,10.0,2359.9,,,,
,Happy Cow,Skirt Steak,228.85,1.0,228.85,Missing Date,,,
2026-04-09,North Butcher,Beef,196.3,15.0,2944.5,,,,
2025-12-08,Super Meats,Ribs,171.85,14.0,2405.9,,,,
2025-12-15,Super Meats,Beef,142.96,6.0,857.76,,,,
2025-08-23,Super Meats,Ribs,155.19,12.0,1862.28,,,,
2025-10-08,Super Meats,Pork,224.51,15.0,3367.65,,,,
2025-09-03,Fine Cuts MX,Skirt Steak,150.74,8.0,1205.92,,,,
2026-02-25,Super Meats,Skirt Steak,149.45,1.0,149.45,,,,
2026-01-18,Fine Cuts MX,Chicken,199.77,13.0,2597.01,,,,
2026-04-04,Super Meats,Ribs,207.33,15.0,3109.95,,,,
,The Little Bull,Sausage,172.71,7.0,1208.97,Missing Date,,,
2025-06-01,Happy Cow,Skirt Steak,135.26,7.0,946.82,,,,
2025-07-14,Happy Cow,Ribs,89.06,8.0,712.48,,,,
2026-02-26,Fine Cuts MX,Chicken,214.99,15.0,3224.85,,,,
2025-06-06,North Butcher,Beef,114.3,12.0,1371.6,,,,
2025-07-04,North Butcher,Sausage,90.93,13.0,1182.09,,,,
2025-08-19,Super Meats,Sausage,163.68,6.0,982.08,,,,
2025-11-30,The Little Bull,Beef,119.97,16.0,1919.52,,,,
2025-10-30,Fine Cuts MX,Pork,102.89,14.0,1440.46,,,,
2026-01-15,Super Meats,Unknown,159.65,9.0,1436.85,,,Unknown,
2025-08-29,Happy Cow,Beef,130.62,9.0,1175.58,,,,
2025-06-23,Happy Cow,Ribs,66.73,6.0,400.38,,,,
2025-07-15,Fine Cuts MX,Pork,101.49,9.0,913.41,,,,
2025-07-22,North Butcher,Unknown,187.0,2.0,374.0,,,Unknown,
2025-06-11,Fine Cuts MX,Unknown,160.08,7.0,1120.56,,,Unknown,
2025-05-14,Super Meats,Pork,173.14,19.0,3289.66,,,,
2025-07-24,North Butcher,Beef,152.2,2.0,304.4,,,,
2025-07-20,Fine Cuts MX,Pork,77.05,4.0,308.2,,,,
2026-02-26,The Little Bull,Ribs,205.13,4.0,820.52,,,,
2025-11-19,Super Meats,Skirt Steak,158.89,12.0,1906.68,,,,
2025-12-23,North Butcher,Chicken,135.0,7.0,945.0,,,,
,Happy Cow,Pork,199.95,18.0,3599.1,Missing Date,,,
,Fine Cuts MX,Ribs,188.76,5.0,943.8,Missing Date,,,
2026-04-04,North Butcher,Ribs,217.78,15.0,3266.7,,,,
2025-05-01,Happy Cow,Sausage,158.33,5.0,791.65,,,,
2025-08-23,Happy Cow,Ribs,151.61,14.0,2122.54,,,,
2026-01-23,The Little Bull,Skirt Steak,105.31,11.0,1158.41,,,,
2025-08-07,Fine Cuts MX,Sausage,112.23,6.0,673.38,,,,
2025-12-08,The Little Bull,Ribs,108.75,19.0,2066.25,,,,
2025-12-14,North Butcher,Skirt Steak,214.74,12.0,2576.88,,,,
2025-05-05,Fine Cuts MX,Skirt Steak,213.9,6.0,1283.4,,,,
2026-04-17,Fine Cuts MX,Unknown,134.7,18.0,2424.6,,,Unknown,
2025-10-29,Super Meats,Beef,131.02,2.0,262.04,,,,
2025-08-18,Happy Cow,Skirt Steak,165.7,3.0,497.1,,,,
2026-03-10,Fine Cuts MX,Pork,116.22,19.0,2208.18,,,,
2025-09-08,North Butcher,Chicken,181.8,13.0,2363.4,,,,
2025-10-17,Fine Cuts MX,Beef,110.69,2.0,221.38,,,,
2025-09-06,Fine Cuts MX,Sausage,201.98,18.0,3635.64,,,,
2025-12-09,Super Meats,Chicken,107.4,12.0,1288.8,,,,
2026-01-27,Super Meats,Skirt Steak,81.54,7.0,570.78,,,,
2025-11-04,The Little Bull,Chicken,115.35,4.0,461.4,,,,
2025-11-12,Super Meats,Beef,146.11,8.0,1168.88,,,,
2026-02-11,Fine Cuts MX,Ribs,19.99,9.0,179.91,,,,
2025-08-25,Fine Cuts MX,Ribs,212.74,16.0,3403.84,,,,
2025-05-06,North Butcher,Pork,,5.0,,,,,Missing Price
2025-06-10,The Little Bull,Beef,126.01,2.0,252.02,,,,
2025-09-02,Happy Cow,Skirt Steak,245.11,9.0,2205.99,,,,
2026-03-01,Fine Cuts MX,Chicken,111.34,11.0,1224.74,,,,
2025-09-01,North Butcher,Pork,222.99,4.0,891.96,,,,
2026-04-23,North Butcher,Chicken,142.28,9.0,1280.52,,,,
2025-11-11,North Butcher,Sausage,201.68,14.0,2823.52,,,,
2025-06-04,Super Meats,Beef,102.16,13.0,1328.08,,,,
2025-08-05,The Little Bull,Skirt Steak,164.88,2.0,329.76,,,,
2026-03-28,Happy Cow,Chicken,152.19,5.0,760.95,,,,
2025-09-03,Fine Cuts MX,Sausage,211.14,16.0,3378.24,,,,
2026-04-10,Super Meats,Pork,121.24,15.0,1818.6,,,,
2025-12-10,Fine Cuts MX,Chicken,149.4,6.0,896.4,,,,
2026-02-05,North Butcher,Skirt Steak,220.12,11.0,2421.32,,,,
2026-01-02,Happy Cow,Chicken,119.63,11.0,1315.93,,,,
2025-08-11,North Butcher,Sausage,176.32,9.0,1586.88,,,,
2026-02-27,The Little Bull,Ribs,134.22,14.0,1879.08,,,,
2025-08-27,Super Meats,Beef,97.19,8.0,777.52,,,,
2025-09-13,Unknown,Pork,113.39,18.0,2041.02,,Unknown,,
2025-12-06,North Butcher,Ribs,135.64,4.0,542.56,,,,
,Super Meats,Beef,201.45,5.0,1007.25,Missing Date,,,
2025-05-14,Fine Cuts MX,Sausage,118.66,14.0,1661.24,,,,
2025-08-25,North Butcher,Beef,93.5,14.0,1309.0,,,,
,Super Meats,Ribs,137.88,2.0,275.76,Missing Date,,,
2025-07-18,Fine Cuts MX,Beef,97.51,5.0,487.55,,,,
2026-03-31,Super Meats,Pork,81.82,12.0,981.84,,,,
2025-07-13,Happy Cow,Pork,219.45,11.0,2413.95,,,,
2026-02-15,Happy Cow,Chicken,109.32,18.0,1967.76,,,,
2026-02-03,Fine Cuts MX,Pork,111.52,1.0,111.52,,,,
2026-02-01,Unknown,Pork,177.03,9.0,1593.27,,Unknown,,
2026-04-11,The Little Bull,Ribs,181.43,10.0,1814.3,,,,
2025-12-24,North Butcher,Pork,222.86,7.0,1560.02,,,,
2025-08-08,Happy Cow,Chicken,176.03,18.0,3168.54,,,,
2025-10-02,Fine Cuts MX,Beef,220.95,19.000000000000004,4198.05,,,,
2025-07-26,North Butcher,Skirt Steak,315.12,6.0,1890.72,,,,
2025-07-09,Happy Cow,Skirt Steak,101.41,1.0,101.41,,,,
2025-11-11,Fine Cuts MX,Skirt Steak,105.24,1.0,105.24,,,,
2025-08-12,Fine Cuts MX,Pork,87.75,14.0,1228.5,,,,
2026-02-20,Super Meats,Chicken,221.34,14.0,3098.76,,,,
2026-03-22,Happy Cow,Beef,143.67,6.0,862.02,,,,
2025-08-12,Fine Cuts MX,Skirt Steak,166.53,4.0,666.12,,,,
2025-06-22,Fine Cuts MX,Skirt Steak,89.54,15.0,1343.1,,,,
2025-12-24,The Little Bull,Beef,176.05,15.0,2640.75,,,,
,Happy Cow,Beef,158.14,14.000000000000002,2213.96,Missing Date,,,
2025-09-19,The Little Bull,Ribs,289.09,14.0,4047.26,,,,
2026-04-13,North Butcher,Beef,189.76,16.0,3036.16,,,,
2025-08-26,North Butcher,Sausage,146.44,16.0,2343.04,,,,
2026-04-02,Unknown,Chicken,162.39,10.0,1623.9,,Unknown,,
2025-12-12,Super Meats,Skirt Steak,96.48,9.0,868.32,,,,
2026-02-07,The Little Bull,Skirt Steak,153.43,19.0,2915.17,,,,
2025-11-03,Fine Cuts MX,Pork,203.11,10.0,2031.1,,,,
2025-12-11,Fine Cuts MX,Chicken,203.26,12.0,2439.12,,,,
2026-04-07,Super Meats,Beef,180.25,8.0,1442.0,,,,
2026-02-23,The Little Bull,Skirt Steak,137.93,1.0,137.93,,,,
2025-09-25,The Little Bull,Beef,254.78,8.0,2038.24,,,,
2026-02-26,The Little Bull,Pork,127.08,12.0,1524.96,,,,
2026-03-14,The Little Bull,Sausage,147.92,17.0,2514.64,,,,
2025-11-10,Happy Cow,Chicken,133.22,4.0,532.88,,,,
2025-09-09,Happy Cow,Skirt Steak,101.58,18.0,1828.44,,,,
2025-09-04,Fine Cuts MX,Pork,162.42,18.0,2923.56,,,,
2026-02-24,The Little Bull,Chicken,32.88,2.0,65.76,,,,
2025-09-25,Fine Cuts MX,Pork,164.98,2.0,329.96,,,,
2025-06-18,The Little Bull,Sausage,161.93,17.0,2752.81,,,,
2026-03-08,North Butcher,Beef,96.34,4.0,385.36,,,,
2025-11-22,The Little Bull,Beef,135.3,15.0,2029.5,,,,
2025-09-04,Fine Cuts MX,Sausage,112.8,16.0,1804.8,,,,
2025-11-29,The Little Bull,Chicken,92.0,2.0,184.0,,,,
2026-01-17,Fine Cuts MX,Pork,180.11,19.0,3422.09,,,,
2025-10-19,Super Meats,Skirt Steak,172.53,13.0,2242.89,,,,
2025-05-05,Happy Cow,Skirt Steak,138.44,11.0,1522.84,,,,
2025-06-11,North Butcher,Sausage,144.32,17.0,2453.44,,,,
2025-11-12,North Butcher,Pork,166.74,1.0,166.74,,,,
2026-03-11,Super Meats,Ribs,127.15,9.0,1144.35,,,,
2025-12-23,North Butcher,Pork,161.27,11.0,1773.97,,,,
2026-02-08,Super Meats,Unknown,77.87,2.0,155.74,,,Unknown,
2025-05-28,The Little Bull,Skirt Steak,154.98,19.0,2944.62,,,,
