Date,Store,Product,Price,Quantity,Total Sales,Audit Notes
2025-09-21,Super Meats,Beef,$132.57,16,$2121.12,
2025-10-29,Happy Cow,Pork,$146.69,8,$1173.52,
2025-07-16,North Butcher,Ribs,$172.73,15,$2590.95,
2025-10-30,Fine Cuts Mx,Skirt Steak,$88.58,7,$620.06,
2025-11-07,Super Meats,Skirt Steak,$233.45,19,$4435.55,
2025-10-04,Super Meats,Skirt Steak,$110.53,5,$552.65,
2025-06-28,Happy Cow,Beef,$108.21,5,$541.05,
2025-09-06,North Butcher,Sausage,$166.53,11,$1831.83,
2025-07-28,Fine Cuts Mx,Chicken,$171.42,2,$342.84,
2026-02-12,Happy Cow,Pork,$50.30,9,$452.70,
2025-12-14,Fine Cuts Mx,Skirt Steak,$71.40,9,$642.60,
2026-04-07,Happy Cow,Chicken,$128.35,1,$128.35,
2025-09-19,Fine Cuts Mx,Unknown,$67.84,17,$1153.28,
2025-12-17,North Butcher,Skirt Steak,$84.65,3,$253.95,
2025-05-27,The Little Bull,Skirt Steak,$138.26,2,$276.52,
2025-08-21,Happy Cow,Ribs,$130.03,1,$130.03,
2025-07-14,North Butcher,Ribs,$171.88,19,$3265.72,
2026-02-01,Fine Cuts Mx,Sausage,$246.88,12,$2962.56,
2025-12-15,Happy Cow,Sausage,$227.86,5,$1139.30,
2025-05-30,Super Meats,Beef,$178.07,17,$3027.19,
2025-05-22,Super Meats,Ribs,$136.58,12,$1638.96,
2025-09-07,Fine Cuts Mx,Beef,$167.83,11,$1846.13,
2026-01-16,Super Meats,Sausage,$172.94,13,$2248.22,
2025-11-13,North Butcher,Beef,$243.98,6,$1463.88,
2025-06-09,Fine Cuts Mx,Pork,$72.94,11,$802.34,
,Happy Cow,Unknown,$80.93,8,$647.44,
2025-11-22,Super Meats,Beef,$76.72,2,$153.44,
2025-09-08,Super Meats,Beef,$96.90,12,$1162.80,
2025-08-22,Fine Cuts Mx,Skirt Steak,$140.32,4,$561.28,
2025-12-02,Happy Cow,Chicken,$65.60,15,$984.00,
2025-05-19,North Butcher,Ribs,$119.96,3,$359.88,
2026-01-13,The Little Bull,Sausage,$127.23,4,$508.92,
2025-06-14,Super Meats,Skirt Steak,$132.31,18,$2381.58,
2025-10-23,Super Meats,Beef,$81.76,8,$654.08,
2025-09-26,Fine Cuts Mx,Sausage,$108.59,2,$217.18,
2026-01-13,Happy Cow,Chicken,$184.28,5,$921.40,
2025-05-18,Fine Cuts Mx,Unknown,$121.65,18,$2189.70,
2025-06-29,The Little Bull,Skirt Steak,$163.95,14,$2295.30,
2025-11-25,North Butcher,Skirt Steak,$176.54,16,$2824.64,
2026-01-18,The Little Bull,Pork,$96.34,6,$578.04,
2025-09-11,Super Meats,Sausage,$88.61,16,$1417.76,
2026-03-26,Happy Cow,Chicken,$120.96,15,$1814.40,
2025-07-15,The Little Bull,Sausage,$90.04,4,$360.16,
2025-06-20,Super Meats,Chicken,$172.38,16,$2758.08,
2025-11-16,Super Meats,Skirt Steak,$158.33,13,$2058.29,
2025-08-01,Super Meats,Chicken,$81.09,5,$405.45,
2025-11-09,Happy Cow,Beef,$115.23,13,$1497.99,
2026-03-14,Fine Cuts Mx,Sausage,$66.52,8,$532.16,
2026-03-23,Fine Cuts Mx,Unknown,$198.44,5,$992.20,
2025-05-11,Super Meats,Beef,$79.12,19,$1503.28,
2025-12-16,North Butcher,Ribs,$182.72,14,$2558.08,
2026-01-30,The Little Bull,Sausage,$164.50,,$822.50,
2025-09-04,Fine Cuts Mx,Pork,$180.00,8,$1440.00,
2026-03-11,Fine Cuts Mx,Skirt Steak,$106.29,19,$2019.51,
2025-11-17,North Butcher,Pork,$157.77,3,$473.31,
2025-10-31,Happy Cow,Pork,$167.84,13,$2181.92,
2026-01-31,Super Meats,Sausage,$247.43,10,$2474.30,
2026-03-15,Super Meats,Chicken,$145.52,7,$1018.64,
2026-03-05,The Little Bull,Beef,$267.44,1,$267.44,
2025-07-27,Happy Cow,Chicken,$32.85,10,$328.50,
,Fine Cuts Mx,Chicken,$119.30,17,$2028.10,
2025-06-17,North Butcher,Beef,$134.08,8,$1072.64,
2026-04-09,North Butcher,Chicken,$177.03,17,$3009.51,
2025-07-14,Super Meats,Chicken,$218.84,9,$1969.56,
2026-02-24,Fine Cuts Mx,Unknown,$188.14,10,$1881.40,
2026-01-15,Fine Cuts Mx,Ribs,$273.55,5,$1367.75,
2026-03-14,North Butcher,Pork,$123.90,11,$1362.90,
2025-12-03,The Little Bull,Sausage,$167.06,7,$1169.42,
2025-05-18,North Butcher,Pork,$133.77,10,$1337.70,
2025-11-09,Happy Cow,Ribs,$91.37,18,$1644.66,
2026-01-26,Super Meats,Chicken,$134.40,12,$1612.80,
2025-09-24,Happy Cow,Skirt Steak,$59.96,3,$179.88,
2026-01-01,Super Meats,Pork,$130.67,10,$1306.70,
2025-04-27,Super Meats,Sausage,$182.23,11,$2004.53,
2025-12-17,Super Meats,Ribs,$168.76,11,$1856.36,
2025-12-27,Happy Cow,Ribs,$158.69,5,$793.45,
2025-10-30,North Butcher,Sausage,$107.46,3,$322.38,
2025-12-23,Super Meats,Ribs,$107.62,3,$322.86,
2025-07-19,Super Meats,Beef,$190.93,13,$2482.09,
2025-04-25,Fine Cuts Mx,Chicken,$168.03,14,$2352.42,
2025-10-28,North Butcher,Pork,$202.97,10,$2029.70,
2025-07-12,Happy Cow,Unknown,$188.27,13,$2447.51,
2025-10-01,Super Meats,Pork,$223.89,19,$4253.91,
2025-05-26,North Butcher,Sausage,$179.78,11,$1977.58,
2025-07-22,North Butcher,Beef,$119.60,14,$1674.40,
,The Little Bull,Ribs,$105.36,10,$1053.60,
2025-08-04,Fine Cuts Mx,Ribs,$248.89,17,$4231.13,
2025-05-28,Unknown,Beef,$168.54,5,$842.70,
2026-02-02,North Butcher,Pork,$205.33,3,$615.99,
2026-01-16,The Little Bull,Chicken,$115.78,11,$1273.58,
2025-06-26,The Little Bull,Skirt Steak,$94.79,2,$189.58,
2026-03-16,Super Meats,Skirt Steak,$174.27,7,$1219.89,
2025-06-29,Super Meats,Sausage,$696.85,15,$10452.75,
2025-09-06,North Butcher,Chicken,$199.39,14,$2791.46,
2025-11-19,Super Meats,Pork,$172.96,8,$1383.68,
2026-03-18,Fine Cuts Mx,Sausage,$169.63,19,$3222.97,
2026-02-02,The Little Bull,Ribs,$57.87,17,$983.79,
2025-10-15,Happy Cow,Beef,$238.97,,$1433.82,
2025-08-22,Fine Cuts Mx,Ribs,$218.15,18,$3926.70,
,Fine Cuts Mx,Chicken,$229.96,1,$229.96,
2025-12-13,Super Meats,Unknown,$148.44,2,$296.88,
2026-04-14,North Butcher,Ribs,$166.71,5,$833.55,
2025-09-03,Fine Cuts Mx,Sausage,$107.87,7,$755.09,
2026-02-16,North Butcher,Skirt Steak,$196.91,1,$196.91,
2025-07-21,Fine Cuts Mx,Chicken,$123.38,6,$740.28,
2026-04-03,Happy Cow,Pork,$182.90,8,$1463.20,
2026-01-24,The Little Bull,Ribs,$158.76,3,$476.28,
2025-10-19,Happy Cow,Beef,$24.86,15,$372.90,
2025-07-18,The Little Bull,Skirt Steak,$239.42,,$3830.72,
2026-03-16,Super Meats,Ribs,$82.62,9,$743.58,
2025-05-08,Happy Cow,Sausage,$169.12,4,$676.48,
2025-05-27,Unknown,Skirt Steak,$127.10,13,$1652.30,
2026-03-27,Happy Cow,Sausage,$227.00,3,$681.00,
2025-10-17,Fine Cuts Mx,Skirt Steak,$46.57,10,$465.70,
2025-06-03,Fine Cuts Mx,Sausage,$179.20,7,$1254.40,
2025-07-14,Super Meats,Chicken,$152.73,16,$2443.68,
2026-04-09,Happy Cow,Ribs,$109.57,11,$1205.27,
2025-11-22,Super Meats,Ribs,$197.25,19,$3747.75,
2025-10-11,Happy Cow,Chicken,$170.69,8,$1365.52,
2025-10-12,Fine Cuts Mx,Ribs,$238.50,14,$3339.00,
2025-08-22,Super Meats,Chicken,$195.50,1,$195.50,
2026-01-15,The Little Bull,Chicken,$249.99,12,$2999.88,
2026-02-15,Super Meats,Chicken,$97.28,16,$1556.48,
2026-02-09,Fine Cuts Mx,Beef,$118.54,2,$237.08,
2025-10-29,Super Meats,Skirt Steak,$295.71,9,$2661.39,
2025-09-25,North Butcher,Chicken,$182.17,10,$1821.70,
2025-11-16,Fine Cuts Mx,Chicken,$207.05,16,$3312.80,
2026-04-04,North Butcher,Pork,$203.86,15,$3057.90,
2026-02-28,The Little Bull,Sausage,$149.11,15,$2236.65,
2025-05-28,Fine Cuts Mx,Sausage,$222.74,8,$1781.92,
2025-11-28,Fine Cuts Mx,Chicken,$244.04,12,$2928.48,
2026-01-21,Happy Cow,Beef,$111.55,19,$2119.45,
2025-10-07,Happy Cow,Chicken,$189.74,15,$2846.10,
2026-04-03,North Butcher,Skirt Steak,$141.94,12,$1703.28,
,Super Meats,Pork,$163.40,15,$2451.00,
2025-05-22,Super Meats,Skirt Steak,$215.81,18,$3884.58,
2025-07-16,Super Meats,Chicken,$140.07,5,$700.35,
2026-03-05,Unknown,Chicken,$100.07,15,$1501.05,
2025-06-28,Happy Cow,Ribs,$100.68,12,$1208.16,
2025-11-10,North Butcher,Pork,$75.49,13,$981.37,
2025-07-30,North Butcher,Ribs,$157.32,,$943.92,
2025-09-24,The Little Bull,Chicken,$117.90,15,$1768.50,
2026-01-30,Fine Cuts Mx,Chicken,$128.95,3,$386.85,
2025-09-13,The Little Bull,Sausage,$75.12,17,$1277.04,
2026-01-18,The Little Bull,Chicken,$122.09,13,$1587.17,
2025-06-18,Happy Cow,Chicken,$199.72,,$798.88,
2025-08-27,Happy Cow,Beef,$152.45,8,$1219.60,
2026-03-03,The Little Bull,Beef,$741.69,2,$1483.38,
2025-08-25,The Little Bull,Chicken,$109.86,3,$329.58,
2025-06-15,North Butcher,Chicken,$128.67,7,$900.69,
2025-09-06,The Little Bull,Skirt Steak,$143.76,10,$1437.60,
2025-10-24,Fine Cuts Mx,Sausage,$158.34,3,$475.02,
2026-02-11,Happy Cow,Sausage,$155.92,19,$2962.48,
2025-08-04,The Little Bull,Beef,$169.58,5,$847.90,
2025-09-16,Unknown,Ribs,$156.07,18,$2809.26,
2026-04-16,The Little Bull,Ribs,$165.70,18,$2982.60,
2025-10-25,Fine Cuts Mx,Sausage,$107.45,1,$107.45,
2025-08-23,Super Meats,Ribs,$96.50,9,$868.50,
2025-06-30,Super Meats,Skirt Steak,$32.21,1,$32.21,
2025-10-31,North Butcher,Skirt Steak,$244.38,15,$3665.70,
,North Butcher,Sausage,$101.74,14,$1424.36,
2025-07-28,The Little Bull,Beef,$56.23,19,$1068.37,
2025-10-30,Happy Cow,Skirt Steak,$185.71,7,$1299.97,
2026-02-02,Super Meats,Sausage,$90.65,13,$1178.45,
2025-06-06,North Butcher,Skirt Steak,$135.41,18,$2437.38,
2026-01-10,The Little Bull,Skirt Steak,$156.76,17,$2664.92,
2025-07-08,North Butcher,Chicken,$30.24,18,$544.32,
2026-04-18,Fine Cuts Mx,Sausage,$175.81,8,$1406.48,
2025-08-31,The Little Bull,Pork,$203.27,19,$3862.13,
2025-06-11,Fine Cuts Mx,Sausage,$193.94,14,$2715.16,
2025-08-13,Fine Cuts Mx,Skirt Steak,$97.49,3,$292.47,
2026-03-10,North Butcher,Ribs,$127.11,9,$1143.99,
2025-08-17,Super Meats,Chicken,$142.43,18,$2563.74,
2026-01-24,The Little Bull,Ribs,$127.07,15,$1906.05,
2025-08-23,The Little Bull,Beef,$116.72,1,$116.72,
2025-11-12,Super Meats,Beef,$137.45,9,$1237.05,
2026-04-19,Happy Cow,Skirt Steak,$172.76,7,$1209.32,
2025-07-18,Super Meats,Chicken,$159.73,9,$1437.57,
2025-06-13,The Little Bull,Sausage,$158.91,12,$1906.92,
2025-12-11,Fine Cuts Mx,Sausage,$142.00,8,$1136.00,
2025-07-26,North Butcher,Chicken,$111.29,15,$1669.35,
2025-12-04,The Little Bull,Skirt Steak,$138.82,16,$2221.12,
2025-09-05,Happy Cow,Sausage,$87.82,18,$1580.76,
2025-12-24,North Butcher,Pork,$114.08,6,$684.48,
2025-12-14,Fine Cuts Mx,Ribs,$267.46,7,$1872.22,
2025-07-22,North Butcher,Beef,$156.35,18,$2814.30,
,North Butcher,Ribs,$118.25,19,$2246.75,
2025-12-13,The Little Bull,Ribs,$109.64,3,$328.92,
2026-04-17,Fine Cuts Mx,Beef,$74.23,12,$890.76,
2026-03-19,Super Meats,Ribs,$202.60,13,$2633.80,
2026-02-15,The Little Bull,Ribs,$160.40,17,$2726.80,
2025-07-23,Super Meats,Skirt Steak,$118.58,12,$1422.96,
2025-10-20,Happy Cow,Sausage,$139.99,16,$2239.84,
2025-11-25,Super Meats,Sausage,$96.47,17,$1639.99,
2025-09-17,North Butcher,Chicken,$123.62,7,$865.34,
2025-12-24,Fine Cuts Mx,Skirt Steak,$202.81,14,$2839.34,
2025-08-14,Happy Cow,Chicken,$169.88,9,$1528.92,
2026-01-22,Happy Cow,Chicken,$147.99,9,$1331.91,
2025-11-16,North Butcher,Sausage,$124.90,17,$2123.30,
2025-09-21,Fine Cuts Mx,Pork,$176.35,,$1763.50,
2025-09-13,The Little Bull,Pork,$66.75,,$400.50,
2025-09-28,Happy Cow,Beef,$106.60,2,$213.20,
2025-05-14,Happy Cow,Chicken,$183.60,4,$734.40,
2025-09-08,North Butcher,Skirt Steak,$132.98,14,$1861.72,
2025-07-11,Fine Cuts Mx,Beef,$138.71,5,$693.55,
2025-12-05,The Little Bull,Sausage,$164.76,7,$1153.32,
2026-01-18,The Little Bull,Skirt Steak,$89.67,11,$986.37,
2025-11-03,Unknown,Skirt Steak,$127.74,6,$766.44,
2026-03-08,The Little Bull,Unknown,$137.13,9,$1234.17,
2025-12-08,Unknown,Sausage,$197.46,10,$1974.60,
2025-10-19,The Little Bull,Beef,$125.15,9,$1126.35,
,Super Meats,Skirt Steak,$102.34,3,$307.02,
2025-08-01,Unknown,Chicken,$114.18,6,$685.08,
2026-01-05,Super Meats,Pork,$236.95,5,$1184.75,
2025-10-27,Super Meats,Ribs,$229.18,2,$458.36,
2025-09-08,Super Meats,Chicken,$170.75,14,$2390.50,
2026-01-17,North Butcher,Chicken,$114.71,6,$688.26,
2025-09-10,Happy Cow,Beef,$136.97,15,$2054.55,
2026-01-06,Fine Cuts Mx,Beef,$142.77,4,$571.08,
2025-04-25,Happy Cow,Beef,$84.71,16,$1355.36,
2026-03-16,Super Meats,Unknown,$142.55,9,$1282.95,
2025-08-20,Fine Cuts Mx,Pork,$105.14,16,$1682.24,
2026-01-09,North Butcher,Beef,$176.17,4,$704.68,
2025-12-06,North Butcher,Sausage,$160.63,9,$1445.67,
2025-08-01,Happy Cow,Chicken,$247.50,,$4702.50,
2025-07-01,Fine Cuts Mx,Skirt Steak,$127.90,13,$1662.70,
2025-09-21,Super Meats,Skirt Steak,$96.69,9,$870.21,
2025-11-06,Super Meats,Chicken,$109.04,8,$872.32,
2025-06-19,The Little Bull,Ribs,$60.53,17,$1029.01,
2026-02-06,Super Meats,Pork,$174.03,2,$348.06,
2025-10-04,North Butcher,Beef,$98.03,5,$490.15,
2026-03-09,Fine Cuts Mx,Pork,$106.59,4,$426.36,
2025-11-07,Fine Cuts Mx,Sausage,$211.33,4,$845.32,
2025-07-25,North Butcher,Sausage,$238.88,17,$4060.96,
2026-01-06,Super Meats,Beef,$214.46,2,$428.92,
2026-03-02,Fine Cuts Mx,Sausage,$182.82,6,$1096.92,
2025-07-18,Happy Cow,Beef,$200.42,2,$400.84,
2026-02-13,Fine Cuts Mx,Pork,$215.01,6,$1290.06,
2026-02-20,Super Meats,Sausage,$169.57,17,$2882.69,
2025-12-03,Super Meats,Chicken,$235.99,10,$2359.90,
,Happy Cow,Skirt Steak,$228.85,1,$228.85,
2026-04-09,North Butcher,Beef,$196.30,15,$2944.50,
2025-12-08,Super Meats,Ribs,$171.85,14,$2405.90,
2025-12-15,Super Meats,Beef,$142.96,6,$857.76,
2025-08-23,Super Meats,Ribs,$155.19,12,$1862.28,
2025-10-08,Super Meats,Pork,$224.51,15,$3367.65,
2025-09-03,Fine Cuts Mx,Skirt Steak,$150.74,8,$1205.92,
2026-02-25,Super Meats,Skirt Steak,$149.45,1,$149.45,
2026-01-18,Fine Cuts Mx,Chicken,$199.77,13,$2597.01,
2026-04-04,Super Meats,Ribs,$207.33,15,$3109.95,
,The Little Bull,Sausage,$172.71,7,$1208.97,
2025-06-01,Happy Cow,Skirt Steak,$135.26,7,$946.82,
2025-07-14,Happy Cow,Ribs,$89.06,8,$712.48,
2026-02-26,Fine Cuts Mx,Chicken,$214.99,15,$3224.85,
2025-06-06,North Butcher,Beef,$114.30,12,$1371.60,
2025-07-04,North Butcher,Sausage,$90.93,13,$1182.09,
2025-08-19,Super Meats,Sausage,$163.68,6,$982.08,
2025-11-30,The Little Bull,Beef,$119.97,16,$1919.52,
2025-10-30,Fine Cuts Mx,Pork,$102.89,14,$1440.46,
2026-01-15,Super Meats,Unknown,$159.65,9,$1436.85,
2025-08-29,Happy Cow,Beef,$130.62,9,$1175.58,
2025-06-23,Happy Cow,Ribs,$66.73,6,$400.38,
2025-07-15,Fine Cuts Mx,Pork,$101.49,9,$913.41,
2025-07-22,North Butcher,Unknown,$187.00,,$374.00,
2025-06-11,Fine Cuts Mx,Unknown,$160.08,7,$1120.56,
2025-05-14,Super Meats,Pork,$173.14,19,$3289.66,
2025-07-24,North Butcher,Beef,$152.20,2,$304.40,
2025-07-20,Fine Cuts Mx,Pork,$77.05,,$308.20,
2026-02-26,The Little Bull,Ribs,$205.13,4,$820.52,
2025-11-19,Super Meats,Skirt Steak,$158.89,12,$1906.68,
2025-12-23,North Butcher,Chicken,$135.00,7,$945.00,
,Happy Cow,Pork,$199.95,18,$3599.10,
,Fine Cuts Mx,Ribs,$188.76,5,$943.80,
2026-04-04,North Butcher,Ribs,$217.78,15,$3266.70,
2025-05-01,Happy Cow,Sausage,$158.33,5,$791.65,
2025-08-23,Happy Cow,Ribs,$151.61,14,$2122.54,
2026-01-23,The Little Bull,Skirt Steak,$105.31,11,$1158.41,
2025-08-07,Fine Cuts Mx,Sausage,$112.23,6,$673.38,
2025-12-08,The Little Bull,Ribs,$108.75,19,$2066.25,
2025-12-14,North Butcher,Skirt Steak,$214.74,12,$2576.88,
2025-05-05,Fine Cuts Mx,Skirt Steak,$213.90,6,$1283.40,
2026-04-17,Fine Cuts Mx,Unknown,$134.70,18,$2424.60,
2025-10-29,Super Meats,Beef,$131.02,2,$262.04,
2025-08-18,Happy Cow,Skirt Steak,$165.70,3,$497.10,
2026-03-10,Fine Cuts Mx,Pork,$116.22,19,$2208.18,
2025-09-08,North Butcher,Chicken,$181.80,13,$2363.40,
2025-10-17,Fine Cuts Mx,Beef,$110.69,2,$221.38,
2025-09-06,Fine Cuts Mx,Sausage,$201.98,18,$3635.64,
2025-12-09,Super Meats,Chicken,$107.40,12,$1288.80,
2026-01-27,Super Meats,Skirt Steak,$81.54,7,$570.78,
2025-11-04,The Little Bull,Chicken,$115.35,4,$461.40,
2025-11-12,Super Meats,Beef,$146.11,8,$1168.88,
2026-02-11,Fine Cuts Mx,Ribs,$19.99,9,$179.91,
2025-08-25,Fine Cuts Mx,Ribs,$212.74,16,$3403.84,
2025-05-06,North Butcher,Pork,,5,,
2025-06-10,The Little Bull,Beef,$126.01,2,$252.02,
2025-09-02,Happy Cow,Skirt Steak,$245.11,9,$2205.99,
2026-03-01,Fine Cuts Mx,Chicken,$111.34,11,$1224.74,
2025-09-01,North Butcher,Pork,$222.99,4,$891.96,
2026-04-23,North Butcher,Chicken,$142.28,9,$1280.52,
2025-11-11,North Butcher,Sausage,$201.68,14,$2823.52,
2025-06-04,Super Meats,Beef,$102.16,13,$1328.08,
2025-08-05,The Little Bull,Skirt Steak,$164.88,2,$329.76,
2026-03-28,Happy Cow,Chicken,$152.19,5,$760.95,
2025-09-03,Fine Cuts Mx,Sausage,$211.14,16,$3378.24,
2026-04-10,Super Meats,Pork,$121.24,15,$1818.60,
2025-12-10,Fine Cuts Mx,Chicken,$149.40,6,$896.40,
2026-02-05,North Butcher,Skirt Steak,$220.12,11,$2421.32,
2026-01-02,Happy Cow,Chicken,$119.63,11,$1315.93,
2025-08-11,North Butcher,Sausage,$176.32,9,$1586.88,
2026-02-27,The Little Bull,Ribs,$134.22,14,$1879.08,
2025-08-27,Super Meats,Beef,$97.19,8,$777.52,
2025-09-13,Unknown,Pork,$113.39,18,$2041.02,
2025-12-06,North Butcher,Ribs,$135.64,4,$542.56,
,Super Meats,Beef,$201.45,5,$1007.25,
2025-05-14,Fine Cuts Mx,Sausage,$118.66,14,$1661.24,
2025-08-25,North Butcher,Beef,$93.50,14,$1309.00,
,Super Meats,Ribs,$137.88,,$275.76,
2025-07-18,Fine Cuts Mx,Beef,$97.51,5,$487.55,
2026-03-31,Super Meats,Pork,$81.82,12,$981.84,
2025-07-13,Happy Cow,Pork,$219.45,11,$2413.95,
2026-02-15,Happy Cow,Chicken,$109.32,18,$1967.76,
2026-02-03,Fine Cuts Mx,Pork,$111.52,1,$111.52,
2026-02-01,Unknown,Pork,$177.03,9,$1593.27,
2026-04-11,The Little Bull,Ribs,$181.43,10,$1814.30,
2025-12-24,North Butcher,Pork,$222.86,7,$1560.02,
2025-08-08,Happy Cow,Chicken,$176.03,18,$3168.54,
2025-10-02,Fine Cuts Mx,Beef,$220.95,,$4198.05,
2025-07-26,North Butcher,Skirt Steak,$315.12,,$1890.72,
2025-07-09,Happy Cow,Skirt Steak,$101.41,1,$101.41,
2025-11-11,Fine Cuts Mx,Skirt Steak,$105.24,,$105.24,
2025-08-12,Fine Cuts Mx,Pork,$87.75,14,$1228.50,
2026-02-20,Super Meats,Chicken,$221.34,14,$3098.76,
2026-03-22,Happy Cow,Beef,$143.67,6,$862.02,
2025-08-12,Fine Cuts Mx,Skirt Steak,$166.53,4,$666.12,
2025-06-22,Fine Cuts Mx,Skirt Steak,$89.54,15,$1343.10,
2025-12-24,The Little Bull,Beef,$176.05,15,$2640.75,
,Happy Cow,Beef,$158.14,,$2213.96,
2025-09-19,The Little Bull,Ribs,$289.09,14,$4047.26,
2026-04-13,North Butcher,Beef,$189.76,16,$3036.16,
2025-08-26,North Butcher,Sausage,$146.44,16,$2343.04,
2026-04-02,Unknown,Chicken,$162.39,10,$1623.90,
2025-12-12,Super Meats,Skirt Steak,$96.48,9,$868.32,
2026-02-07,The Little Bull,Skirt Steak,$153.43,19,$2915.17,
2025-11-03,Fine Cuts Mx,Pork,$203.11,10,$2031.10,
2025-12-11,Fine Cuts Mx,Chicken,$203.26,,$2439.12,
2026-04-07,Super Meats,Beef,$180.25,8,$1442.00,
2026-02-23,The Little Bull,Skirt Steak,$137.93,1,$137.93,
2025-09-25,The Little Bull,Beef,$254.78,8,$2038.24,
2026-02-26,The Little Bull,Pork,$127.08,12,$1524.96,
2026-03-14,The Little Bull,Sausage,$147.92,17,$2514.64,
2025-11-10,Happy Cow,Chicken,$133.22,4,$532.88,
2025-09-09,Happy Cow,Skirt Steak,$101.58,18,$1828.44,
2025-09-04,Fine Cuts Mx,Pork,$162.42,18,$2923.56,
2026-02-24,The Little Bull,Chicken,$32.88,2,$65.76,
2025-09-25,Fine Cuts Mx,Pork,$164.98,2,$329.96,
2025-06-18,The Little Bull,Sausage,$161.93,17,$2752.81,
2026-03-08,North Butcher,Beef,$96.34,4,$385.36,
2025-11-22,The Little Bull,Beef,$135.30,15,$2029.50,
2025-09-04,Fine Cuts Mx,Sausage,$112.80,,$1804.80,
2025-11-29,The Little Bull,Chicken,$92.00,2,$184.00,
2026-01-17,Fine Cuts Mx,Pork,$180.11,19,$3422.09,
2025-10-19,Super Meats,Skirt Steak,$172.53,13,$2242.89,
2025-05-05,Happy Cow,Skirt Steak,$138.44,,$1522.84,
2025-06-11,North Butcher,Sausage,$144.32,17,$2453.44,
2025-11-12,North Butcher,Pork,$166.74,1,$166.74,
2026-03-11,Super Meats,Ribs,$127.15,9,$1144.35,
2025-12-23,North Butcher,Pork,$161.27,11,$1773.97,
2026-02-08,Super Meats,Unknown,$77.87,2,$155.74,
2025-05-28,The Little Bull,Skirt Steak,$154.98,19,$2944.62,
2025-05-14,The Little Bull,Chicken,$138.40,,$2214.40,
2025-06-04,Super Meats,Chicken,$987.07,7,$6909.49,
2025-06-13,The Little Bull,Sausage,$158.20,19,$3005.80,
2026-01-17,North Butcher,Pork,$112.87,3,$338.61,
2026-02-01,Happy Cow,Ribs,$23.63,12,$283.56,
2026-03-28,Super Meats,Sausage,$147.42,3,$442.26,
2026-02-06,The Little Bull,Skirt Steak,$222.22,12,$2666.64,
2025-12-04,Fine Cuts Mx,Skirt Steak,$66.38,15,$995.70,
2026-03-30,Happy Cow,Chicken,$113.62,14,$1590.68,
2025-10-24,North Butcher,Ribs,$135.01,2,$270.02,
2025-05-11,Super Meats,Skirt Steak,$118.87,3,$356.61,
2026-03-04,The Little Bull,Pork,$109.01,16,$1744.16,
2026-01-12,Super Meats,Beef,$148.90,5,$744.50,
2025-06-19,The Little Bull,Chicken,$168.86,9,$1519.74,
2025-06-07,Fine Cuts Mx,Sausage,$98.38,13,$1278.94,
2025-09-25,North Butcher,Skirt Steak,$210.25,5,$1051.25,
2025-05-01,North Butcher,Ribs,$207.75,,$1454.25,
2025-05-28,Super Meats,Sausage,$216.17,17,$3674.89,
2025-05-21,Fine Cuts Mx,Sausage,$148.35,18,$2670.30,
2026-02-08,North Butcher,Beef,$196.95,18,$3545.10,
2025-07-14,Happy Cow,Chicken,$155.90,1,$155.90,
2025-06-16,Super Meats,Ribs,$124.78,18,$2246.04,
2025-06-25,North Butcher,Chicken,$97.10,9,$873.90,
,Happy Cow,Sausage,$84.30,15,$1264.50,
2026-03-30,Super Meats,Pork,$163.23,12,$1958.76,
2025-09-25,The Little Bull,Skirt Steak,$179.33,17,$3048.61,
2025-12-15,Super Meats,Sausage,$152.65,12,$1831.80,
2026-02-09,Happy Cow,Chicken,$50.12,13,$651.56,
2025-10-19,Fine Cuts Mx,Pork,$80.85,,$1293.60,
2025-11-26,Super Meats,Ribs,$94.34,11,$1037.74,
2025-11-15,Fine Cuts Mx,Sausage,$175.07,6,$1050.42,
2026-03-21,Fine Cuts Mx,Beef,$123.10,6,$738.60,
,Super Meats,Beef,$140.85,16,$2253.60,
2025-12-29,Super Meats,Skirt Steak,$135.88,15,$2038.20,
,The Little Bull,Chicken,$66.90,17,$1137.30,
2025-11-28,Fine Cuts Mx,Beef,$190.92,13,$2481.96,
2026-03-27,Fine Cuts Mx,Skirt Steak,$110.23,16,$1763.68,
2025-10-23,North Butcher,Beef,$166.52,6,$999.12,
2026-02-20,Super Meats,Pork,$177.55,11,$1953.05,
2026-04-17,Unknown,Pork,$189.32,19,$3597.08,
2025-08-04,North Butcher,Chicken,$146.81,9,$1321.29,
2025-09-15,The Little Bull,Ribs,$165.55,94,$15561.70,
2025-06-07,The Little Bull,Ribs,$165.93,2,$331.86,
2026-01-04,Fine Cuts Mx,Ribs,$171.04,10,$1710.40,
2026-01-15,The Little Bull,Sausage,$142.08,12,$1704.96,
2026-03-25,The Little Bull,Sausage,$131.61,7,$921.27,
2025-10-19,Super Meats,Chicken,$188.31,11,$2071.41,
2025-09-12,Happy Cow,Sausage,$230.75,4,$923.00,
2025-05-07,The Little Bull,Pork,$149.43,4,$597.72,
2025-09-21,The Little Bull,Chicken,$95.49,3,$286.47,
2026-04-25,Fine Cuts Mx,Ribs,$162.35,15,$2435.25,
2025-11-23,Happy Cow,Chicken,$72.42,14,$1013.88,
2025-12-29,North Butcher,Beef,$135.74,11,$1493.14,
2025-07-21,North Butcher,Chicken,$197.88,11,$2176.68,
